fid,ID_0,ISO,NAME_0,ID_1,NAME_1,ID_2,NAME_2,TYPE_2,ENGTYPE_2,NL_NAME_2,VARNAME_2,pop_sum
1612,33,BRA,Brazil,13,Minas Gerais,1612,Betim,Município,Municipality,,,455376
1613,33,BRA,Brazil,13,Minas Gerais,1613,Bias Fortes,Município,Municipality,,,3414
1614,33,BRA,Brazil,13,Minas Gerais,1614,Bicas,Município,Municipality,,,13563
1615,33,BRA,Brazil,13,Minas Gerais,1615,Biquinhas,Município,Municipality,,,2355
1616,33,BRA,Brazil,13,Minas Gerais,1616,Boa Esperança,Município,Municipality,,,41473
1617,33,BRA,Brazil,13,Minas Gerais,1617,Bocaiúva,Município,Municipality,,,50581
1618,33,BRA,Brazil,13,Minas Gerais,1618,Bocaina de Minas,Município,Municipality,,,6295
1619,33,BRA,Brazil,13,Minas Gerais,1619,Bom despacho,Município,Municipality,,,55387
1620,33,BRA,Brazil,13,Minas Gerais,1620,Bom Jardim de Minas,Município,Municipality,,,6996
1621,33,BRA,Brazil,13,Minas Gerais,1621,Bom Jesus da Penha,Município,Municipality,,,4923
1622,33,BRA,Brazil,13,Minas Gerais,1622,Bom Jesus do Amparo,Município,Municipality,,,5885
1623,33,BRA,Brazil,13,Minas Gerais,1623,Bom Jesus do Galho,Município,Municipality,,,14515
1624,33,BRA,Brazil,13,Minas Gerais,1624,Bom Repouso,Município,Municipality,,,13696
1625,33,BRA,Brazil,13,Minas Gerais,1625,Bom Sucesso,Município,Municipality,,,17829
1626,33,BRA,Brazil,13,Minas Gerais,1626,Bonfim,Município,Municipality,,,7921
1627,33,BRA,Brazil,13,Minas Gerais,1627,Bonfinópolis de Minas,Município,Municipality,,,5383
1628,33,BRA,Brazil,13,Minas Gerais,1628,Bonito de Minas,Município,Municipality,,,10401
1629,33,BRA,Brazil,13,Minas Gerais,1629,Borda da Mata,Município,Municipality,,,18188
1630,33,BRA,Brazil,13,Minas Gerais,1630,Botelhos,Município,Municipality,,,15557
1631,33,BRA,Brazil,13,Minas Gerais,1631,Botumirim,Município,Municipality,,,5464
1632,33,BRA,Brazil,13,Minas Gerais,1632,Braúnas,Município,Municipality,,,1630
1633,33,BRA,Brazil,13,Minas Gerais,1633,Bras Pires,Município,Municipality,,,4240
1634,33,BRA,Brazil,13,Minas Gerais,1634,Brasópolis,Município,Municipality,,,28370
1635,33,BRA,Brazil,13,Minas Gerais,1635,Brasília de Minas,Município,Municipality,,,33336
1636,33,BRA,Brazil,13,Minas Gerais,1636,Brasilândia de Minas,Município,Municipality,,,4277
1637,33,BRA,Brazil,13,Minas Gerais,1637,Brumadinho,Município,Municipality,,,42033
1638,33,BRA,Brazil,13,Minas Gerais,1638,Buenópolis,Município,Municipality,,,8720
1639,33,BRA,Brazil,13,Minas Gerais,1639,Bueno Brandão,Município,Municipality,,,11336
1640,33,BRA,Brazil,13,Minas Gerais,1640,Bugre,Município,Municipality,,,4789
1641,33,BRA,Brazil,13,Minas Gerais,1641,Buritis,Município,Municipality,,,25113
1642,33,BRA,Brazil,13,Minas Gerais,1642,Buritizeiro,Município,Municipality,,,22537
1643,33,BRA,Brazil,13,Minas Gerais,1643,Cássia,Município,Municipality,,,17355
1644,33,BRA,Brazil,13,Minas Gerais,1644,Cônego Marinho,Município,Municipality,,,6760
1645,33,BRA,Brazil,13,Minas Gerais,1645,Córrego Danta,Município,Municipality,,,2789
1646,33,BRA,Brazil,13,Minas Gerais,1646,Córrego do Bom Jesus,Município,Municipality,,,4726
1647,33,BRA,Brazil,13,Minas Gerais,1647,Córrego Fundo,Município,Municipality,,,6452
1648,33,BRA,Brazil,13,Minas Gerais,1648,Córrego Novo,Município,Municipality,,,2718
1649,33,BRA,Brazil,13,Minas Gerais,1649,Cabeceira Grande,Município,Municipality,,,6833
1650,33,BRA,Brazil,13,Minas Gerais,1650,Cabo Verde,Município,Municipality,,,10428
1651,33,BRA,Brazil,13,Minas Gerais,1651,Cachoeira da Prata,Município,Municipality,,,3855
1652,33,BRA,Brazil,13,Minas Gerais,1652,Cachoeira de Minas,Município,Municipality,,,12739
1653,33,BRA,Brazil,13,Minas Gerais,1653,Cachoeira de Pajes,Município,Municipality,,,9209
1654,33,BRA,Brazil,13,Minas Gerais,1654,Cachoeira dourada,Município,Municipality,,,2274
1655,33,BRA,Brazil,13,Minas Gerais,1655,Caconde,Município,Municipality,,,17006
1656,33,BRA,Brazil,13,Minas Gerais,1656,Caeté,Município,Municipality,,,38549
1657,33,BRA,Brazil,13,Minas Gerais,1657,Caetanópolis,Município,Municipality,,,12232
1658,33,BRA,Brazil,13,Minas Gerais,1658,Caiana,Município,Municipality,,,5525
1659,33,BRA,Brazil,13,Minas Gerais,1659,Cajuri,Município,Municipality,,,4211
1660,33,BRA,Brazil,13,Minas Gerais,1660,Caldas,Município,Municipality,,,14936
1661,33,BRA,Brazil,13,Minas Gerais,1661,Camacho,Município,Municipality,,,2680
1662,33,BRA,Brazil,13,Minas Gerais,1662,Camanducaia,Município,Municipality,,,28211
1663,33,BRA,Brazil,13,Minas Gerais,1663,Cambuí,Município,Municipality,,,31443
1664,33,BRA,Brazil,13,Minas Gerais,1664,Cambuquira,Município,Municipality,,,12796
1665,33,BRA,Brazil,13,Minas Gerais,1665,Campanário,Município,Municipality,,,2693
1666,33,BRA,Brazil,13,Minas Gerais,1666,Campanha,Município,Municipality,,,16579
1667,33,BRA,Brazil,13,Minas Gerais,1667,Campestre,Município,Municipality,,,21550
1668,33,BRA,Brazil,13,Minas Gerais,1668,Campina Verde,Município,Municipality,,,17679
1669,33,BRA,Brazil,13,Minas Gerais,1669,Campo Azul,Município,Municipality,,,3973
1670,33,BRA,Brazil,13,Minas Gerais,1670,Campo Belo,Município,Municipality,,,54897
1671,33,BRA,Brazil,13,Minas Gerais,1671,Campo do Meio,Município,Municipality,,,11806
1672,33,BRA,Brazil,13,Minas Gerais,1672,Campo Florido,Município,Municipality,,,9225
1673,33,BRA,Brazil,13,Minas Gerais,1673,Campos Altos,Município,Municipality,,,12576
1674,33,BRA,Brazil,13,Minas Gerais,1674,Campos Gerais,Município,Municipality,,,25729
1675,33,BRA,Brazil,13,Minas Gerais,1675,Campos Verdes de Goiás,Município,Municipality,,,5280
1676,33,BRA,Brazil,13,Minas Gerais,1676,Canápolis,Município,Municipality,,,10423
1677,33,BRA,Brazil,13,Minas Gerais,1677,Canaã,Município,Municipality,,,5012
1678,33,BRA,Brazil,13,Minas Gerais,1678,Candeias,Município,Municipality,,,14022
1679,33,BRA,Brazil,13,Minas Gerais,1679,Cantagalo,Município,Municipality,,,3956
1680,33,BRA,Brazil,13,Minas Gerais,1680,Caparaó,Município,Municipality,,,5003
1681,33,BRA,Brazil,13,Minas Gerais,1681,Capela Nova,Município,Municipality,,,4209
1682,33,BRA,Brazil,13,Minas Gerais,1682,Capelinha,Município,Municipality,,,42779
1683,33,BRA,Brazil,13,Minas Gerais,1683,Capetinga,Município,Municipality,,,6437
1684,33,BRA,Brazil,13,Minas Gerais,1684,Capim Branco,Município,Municipality,,,11111
1685,33,BRA,Brazil,13,Minas Gerais,1685,Capinópolis,Município,Municipality,,,14565
1686,33,BRA,Brazil,13,Minas Gerais,1686,Capitão Andrade,Município,Municipality,,,3881
1687,33,BRA,Brazil,13,Minas Gerais,1687,Capitão Enéas,Município,Municipality,,,15246
1688,33,BRA,Brazil,13,Minas Gerais,1688,Capitólio,Município,Municipality,,,11423
1689,33,BRA,Brazil,13,Minas Gerais,1689,Caputira,Município,Municipality,,,9339
1690,33,BRA,Brazil,13,Minas Gerais,1690,Caraí,Município,Municipality,,,18673
1691,33,BRA,Brazil,13,Minas Gerais,1691,Caranaíba,Município,Municipality,,,2920
1692,33,BRA,Brazil,13,Minas Gerais,1692,Carandaí,Município,Municipality,,,24989
1693,33,BRA,Brazil,13,Minas Gerais,1693,Carangola,Município,Municipality,,,31274
1694,33,BRA,Brazil,13,Minas Gerais,1694,Caratinga,Município,Municipality,,,90957
1695,33,BRA,Brazil,13,Minas Gerais,1695,Caravalhopolis,Município,Municipality,,,3476
1696,33,BRA,Brazil,13,Minas Gerais,1696,Carbonita,Município,Municipality,,,8307
1697,33,BRA,Brazil,13,Minas Gerais,1697,Careaçu,Município,Municipality,,,7176
1698,33,BRA,Brazil,13,Minas Gerais,1698,Carlos Chagas,Município,Municipality,,,18259
1699,33,BRA,Brazil,13,Minas Gerais,1699,Carmésia,Município,Municipality,,,2748
1700,33,BRA,Brazil,13,Minas Gerais,1700,Carmópolis de Minas,Município,Municipality,,,18581
1701,33,BRA,Brazil,13,Minas Gerais,1701,Carmo da Cachoeira,Município,Municipality,,,11635
1702,33,BRA,Brazil,13,Minas Gerais,1702,Carmo da Mata,Município,Municipality,,,11515
1703,33,BRA,Brazil,13,Minas Gerais,1703,Carmo de Minas,Município,Municipality,,,14579
1704,33,BRA,Brazil,13,Minas Gerais,1704,Carmo do Cajuru,Município,Municipality,,,25291
1705,33,BRA,Brazil,13,Minas Gerais,1705,Carmo do Paranaiba,Município,Municipality,,,30195
1706,33,BRA,Brazil,13,Minas Gerais,1706,Carmo do Rio Claro,Município,Municipality,,,21806
1707,33,BRA,Brazil,13,Minas Gerais,1707,Carneirinho,Município,Municipality,,,9742
1708,33,BRA,Brazil,13,Minas Gerais,1708,Carrancas,Município,Municipality,,,4204
1709,33,BRA,Brazil,13,Minas Gerais,1709,Carvalhos,Município,Municipality,,,4432
1710,33,BRA,Brazil,13,Minas Gerais,1710,Casa Grande,Município,Municipality,,,2319
1711,33,BRA,Brazil,13,Minas Gerais,1711,Cascalho Rico,Município,Municipality,,,2666
1712,33,BRA,Brazil,13,Minas Gerais,1712,Cassiterita,Município,Municipality,,,3387
1713,33,BRA,Brazil,13,Minas Gerais,1713,Cataguases,Município,Municipality,,,65257
1714,33,BRA,Brazil,13,Minas Gerais,1714,Catas Altas da Noruega,Município,Municipality,,,3042
1715,33,BRA,Brazil,13,Minas Gerais,1715,Catas Altas,Município,Municipality,,,5969
1716,33,BRA,Brazil,13,Minas Gerais,1716,Catuji,Município,Municipality,,,7383
1717,33,BRA,Brazil,13,Minas Gerais,1717,Catuti,Município,Municipality,,,4549
1718,33,BRA,Brazil,13,Minas Gerais,1718,Caxambu,Município,Municipality,,,21153
1719,33,BRA,Brazil,13,Minas Gerais,1719,Cedro do Abaeté,Município,Municipality,,,1052
1720,33,BRA,Brazil,13,Minas Gerais,1720,Central de Minas,Município,Municipality,,,5975
1721,33,BRA,Brazil,13,Minas Gerais,1721,Centralina,Município,Municipality,,,10572
1722,33,BRA,Brazil,13,Minas Gerais,1722,Chácara,Município,Municipality,,,3377
1723,33,BRA,Brazil,13,Minas Gerais,1723,Chale,Município,Municipality,,,6434
1724,33,BRA,Brazil,13,Minas Gerais,1724,Chapada do Norte,Município,Municipality,,,8606
1725,33,BRA,Brazil,13,Minas Gerais,1725,Chapada Gaúcha,Município,Municipality,,,13174
1726,33,BRA,Brazil,13,Minas Gerais,1726,Chaveslandia,Município,Municipality,,,5094
1727,33,BRA,Brazil,13,Minas Gerais,1727,Chiador,Município,Municipality,,,3346
1728,33,BRA,Brazil,13,Minas Gerais,1728,Cipotânea,Município,Municipality,,,5182
1729,33,BRA,Brazil,13,Minas Gerais,1729,Cláudio,Município,Municipality,,,32522
1730,33,BRA,Brazil,13,Minas Gerais,1730,Claraval,Município,Municipality,,,4045
1731,33,BRA,Brazil,13,Minas Gerais,1731,Claro dos Poções,Município,Municipality,,,7008
1732,33,BRA,Brazil,13,Minas Gerais,1732,Coimbra,Município,Municipality,,,7288
1733,33,BRA,Brazil,13,Minas Gerais,1733,Coluna,Município,Municipality,,,7901
1734,33,BRA,Brazil,13,Minas Gerais,1734,Comendador Gomes,Município,Municipality,,,2823
1735,33,BRA,Brazil,13,Minas Gerais,1735,Comercinho,Município,Municipality,,,6167
1736,33,BRA,Brazil,13,Minas Gerais,1736,Conceição da Aparecida,Município,Municipality,,,10849
1737,33,BRA,Brazil,13,Minas Gerais,1737,Conceição das Alagoas,Município,Municipality,,,30974
1738,33,BRA,Brazil,13,Minas Gerais,1738,Conceição das Pedras,Município,Municipality,,,2485
1739,33,BRA,Brazil,13,Minas Gerais,1739,Conceição de Ipanema,Município,Municipality,,,4562
1740,33,BRA,Brazil,13,Minas Gerais,1740,Conceição do Mato Dentro,Município,Municipality,,,25041
1741,33,BRA,Brazil,13,Minas Gerais,1741,Conceição do Para,Município,Municipality,,,6061
1742,33,BRA,Brazil,13,Minas Gerais,1742,Conceição do Rio Verde,Município,Municipality,,,12619
1743,33,BRA,Brazil,13,Minas Gerais,1743,Conceição dos Ouros,Município,Municipality,,,11459
1744,33,BRA,Brazil,13,Minas Gerais,1744,Confins,Município,Municipality,,,8155
1745,33,BRA,Brazil,13,Minas Gerais,1745,Congonhal,Município,Municipality,,,11593
1746,33,BRA,Brazil,13,Minas Gerais,1746,Congonhas do Norte,Município,Municipality,,,5326
1747,33,BRA,Brazil,13,Minas Gerais,1747,Congonhas,Município,Municipality,,,56923
1748,33,BRA,Brazil,13,Minas Gerais,1748,Conquista,Município,Municipality,,,7176
1749,33,BRA,Brazil,13,Minas Gerais,1749,Conselheiro Lafaiete,Município,Municipality,,,140772
1750,33,BRA,Brazil,13,Minas Gerais,1750,Conselheiro Pena,Município,Municipality,,,19810
1751,33,BRA,Brazil,13,Minas Gerais,1751,Consolação,Município,Municipality,,,1526
1752,33,BRA,Brazil,13,Minas Gerais,1752,Contagem,Município,Municipality,,,640912
1753,33,BRA,Brazil,13,Minas Gerais,1753,Coqueiral,Município,Municipality,,,9090
1754,33,BRA,Brazil,13,Minas Gerais,1754,Coração de Jesus,Município,Municipality,,,37388
1755,33,BRA,Brazil,13,Minas Gerais,1755,Cordisburgo,Município,Municipality,,,8797
1756,33,BRA,Brazil,13,Minas Gerais,1756,Cordislândia,Município,Municipality,,,3378
1757,33,BRA,Brazil,13,Minas Gerais,1757,Corinto,Município,Municipality,,,14981
1758,33,BRA,Brazil,13,Minas Gerais,1758,Coroaci,Município,Municipality,,,7336
1759,33,BRA,Brazil,13,Minas Gerais,1759,Coromandel,Município,Municipality,,,30096
1760,33,BRA,Brazil,13,Minas Gerais,1760,Coronel Fabriciano,Município,Municipality,,,106181
1761,33,BRA,Brazil,13,Minas Gerais,1761,Coronel Murta,Município,Municipality,,,7852
1762,33,BRA,Brazil,13,Minas Gerais,1762,Coronel Pacheco,Município,Municipality,,,2806
1763,33,BRA,Brazil,13,Minas Gerais,1763,Coronel Xavier Chaves,Município,Municipality,,,3723
1764,33,BRA,Brazil,13,Minas Gerais,1764,Couto de Magalhães,Município,Municipality,,,4424
1765,33,BRA,Brazil,13,Minas Gerais,1765,Crisólita,Município,Municipality,,,5050
1766,33,BRA,Brazil,13,Minas Gerais,1766,Cristália,Município,Municipality,,,4912
1767,33,BRA,Brazil,13,Minas Gerais,1767,Cristais,Município,Municipality,,,13009
1768,33,BRA,Brazil,13,Minas Gerais,1768,Cristiano Otoni,Município,Municipality,,,4590
1769,33,BRA,Brazil,13,Minas Gerais,1769,Cristina,Município,Municipality,,,10776
1770,33,BRA,Brazil,13,Minas Gerais,1770,Crucilândia,Município,Municipality,,,5755
1771,33,BRA,Brazil,13,Minas Gerais,1771,Cruzília,Município,Municipality,,,16014
1772,33,BRA,Brazil,13,Minas Gerais,1772,Cruzeiro da Fortaleza,Município,Municipality,,,3336
1773,33,BRA,Brazil,13,Minas Gerais,1773,Cuparaque,Município,Municipality,,,3812
1774,33,BRA,Brazil,13,Minas Gerais,1774,Curral de dentro,Município,Municipality,,,7924
1775,33,BRA,Brazil,13,Minas Gerais,1775,Curvelo,Município,Municipality,,,85296
1776,33,BRA,Brazil,13,Minas Gerais,1776,Datas,Município,Municipality,,,5645
1777,33,BRA,Brazil,13,Minas Gerais,1777,Delfim Moreira,Município,Municipality,,,8222
1778,33,BRA,Brazil,13,Minas Gerais,1778,Delfinópolis,Município,Municipality,,,9057
1779,33,BRA,Brazil,13,Minas Gerais,1779,Delta,Município,Municipality,,,11345
1780,33,BRA,Brazil,13,Minas Gerais,1780,Descoberto,Município,Municipality,,,5163
1781,33,BRA,Brazil,13,Minas Gerais,1781,Desterro de Entre Rios,Município,Municipality,,,8103
1782,33,BRA,Brazil,13,Minas Gerais,1782,Desterro do Melo,Município,Municipality,,,3106
1783,33,BRA,Brazil,13,Minas Gerais,1783,Diamantina,Município,Municipality,,,49663
1784,33,BRA,Brazil,13,Minas Gerais,1784,Diogo de Vasconcelos,Município,Municipality,,,3436
1785,33,BRA,Brazil,13,Minas Gerais,1785,Dionísio,Município,Municipality,,,6245
1786,33,BRA,Brazil,13,Minas Gerais,1786,Divinésia,Município,Municipality,,,4827
1787,33,BRA,Brazil,13,Minas Gerais,1787,Divinópolis,Município,Municipality,,,244940
1788,33,BRA,Brazil,13,Minas Gerais,1788,Divino das Laranjeiras,Município,Municipality,,,3914
1789,33,BRA,Brazil,13,Minas Gerais,1789,Divinolandia de Minas,Município,Municipality,,,6434
1790,33,BRA,Brazil,13,Minas Gerais,1790,Divino,Município,Municipality,,,21924
1791,33,BRA,Brazil,13,Minas Gerais,1791,Divisa Alegre,Município,Municipality,,,10640
1792,33,BRA,Brazil,13,Minas Gerais,1792,Divisa Nova,Município,Municipality,,,6665
1793,33,BRA,Brazil,13,Minas Gerais,1793,Divisópolis,Município,Municipality,,,6122
1794,33,BRA,Brazil,13,Minas Gerais,1794,Dom Bosco,Município,Municipality,,,3668
1795,33,BRA,Brazil,13,Minas Gerais,1795,Dom Cavati,Município,Municipality,,,4983
1796,33,BRA,Brazil,13,Minas Gerais,1796,Dom Joaquim,Município,Municipality,,,5191
1797,33,BRA,Brazil,13,Minas Gerais,1797,Dom Silvério,Município,Municipality,,,5377
1798,33,BRA,Brazil,13,Minas Gerais,1798,Dom Viçoso,Município,Municipality,,,3305
1799,33,BRA,Brazil,13,Minas Gerais,1799,Dona Eusébia,Município,Municipality,,,5779
1800,33,BRA,Brazil,13,Minas Gerais,1800,Dores de Campos,Município,Municipality,,,10577
1801,33,BRA,Brazil,13,Minas Gerais,1801,Dores de Guanhães,Município,Municipality,,,4992
1802,33,BRA,Brazil,13,Minas Gerais,1802,Dores do Indaiá,Município,Municipality,,,12368
1803,33,BRA,Brazil,13,Minas Gerais,1803,Dores do Turvo,Município,Municipality,,,5300
1804,33,BRA,Brazil,13,Minas Gerais,1804,Doresópolis,Município,Municipality,,,1554
1805,33,BRA,Brazil,13,Minas Gerais,1805,Douradoquara,Município,Municipality,,,1887
1806,33,BRA,Brazil,13,Minas Gerais,1806,Durandé,Município,Municipality,,,8141
1807,33,BRA,Brazil,13,Minas Gerais,1807,Ecoporanga,Município,Municipality,,,21879
1808,33,BRA,Brazil,13,Minas Gerais,1808,Elói Mendes,Município,Municipality,,,27393
1809,33,BRA,Brazil,13,Minas Gerais,1809,Engenheiro Caldas,Município,Municipality,,,14804
1810,33,BRA,Brazil,13,Minas Gerais,1810,Engenheiro Navarro,Município,Municipality,,,6166
1811,33,BRA,Brazil,13,Minas Gerais,1811,Entre Folhas,Município,Municipality,,,5182
1812,33,BRA,Brazil,13,Minas Gerais,1812,Entre Rios de Minas,Município,Municipality,,,15299
1813,33,BRA,Brazil,13,Minas Gerais,1813,Ervália,Município,Municipality,,,21564
1814,33,BRA,Brazil,13,Minas Gerais,1814,Esmeraldas,Município,Municipality,,,96598
1815,33,BRA,Brazil,13,Minas Gerais,1815,Espírito Santo do Dourado,Município,Municipality,,,7436
1816,33,BRA,Brazil,13,Minas Gerais,1816,Espera Feliz,Município,Municipality,,,25617
1817,33,BRA,Brazil,13,Minas Gerais,1817,Espinosa,Município,Municipality,,,31573
1818,33,BRA,Brazil,13,Minas Gerais,1818,Estiva,Município,Municipality,,,12041
1819,33,BRA,Brazil,13,Minas Gerais,1819,Estrela dalva,Município,Municipality,,,2102
1820,33,BRA,Brazil,13,Minas Gerais,1820,Estrela do Indaiá,Município,Municipality,,,2512
1821,33,BRA,Brazil,13,Minas Gerais,1821,Estrela do Sul,Município,Municipality,,,6712
1822,33,BRA,Brazil,13,Minas Gerais,1822,Eugenópolis,Município,Municipality,,,11251
1823,33,BRA,Brazil,13,Minas Gerais,1823,Ewbank da Câmara,Município,Municipality,,,4071
1824,33,BRA,Brazil,13,Minas Gerais,1824,Extrema,Município,Municipality,,,61902
1825,33,BRA,Brazil,13,Minas Gerais,1825,Fama,Município,Municipality,,,2690
1826,33,BRA,Brazil,13,Minas Gerais,1826,Faria Lemos,Município,Municipality,,,3223
1827,33,BRA,Brazil,13,Minas Gerais,1827,Felício dos Santos,Município,Municipality,,,5312
1828,33,BRA,Brazil,13,Minas Gerais,1828,Felisberto Caldeira,Município,Municipality,,,3153
1829,33,BRA,Brazil,13,Minas Gerais,1829,Felisburgo,Município,Municipality,,,6406
1830,33,BRA,Brazil,13,Minas Gerais,1830,Felixlândia,Município,Municipality,,,14471
1831,33,BRA,Brazil,13,Minas Gerais,1831,Fernandes Tourinho,Município,Municipality,,,3202
1832,33,BRA,Brazil,13,Minas Gerais,1832,Ferros,Município,Municipality,,,9346
1833,33,BRA,Brazil,13,Minas Gerais,1833,Fervedouro,Município,Municipality,,,10927
1834,33,BRA,Brazil,13,Minas Gerais,1834,Florestal,Município,Municipality,,,8920
1835,33,BRA,Brazil,13,Minas Gerais,1835,Formiga,Município,Municipality,,,71361
1836,33,BRA,Brazil,13,Minas Gerais,1836,Formoso,Município,Municipality,,,7927
1837,33,BRA,Brazil,13,Minas Gerais,1837,Fortaleza de Minas,Município,Municipality,,,3211
1838,33,BRA,Brazil,13,Minas Gerais,1838,Fortuna de Minas,Município,Municipality,,,3344
1839,33,BRA,Brazil,13,Minas Gerais,1839,Franciscópolis,Município,Municipality,,,19178
1840,33,BRA,Brazil,13,Minas Gerais,1840,Francisco Badaró,Município,Municipality,,,4755
1841,33,BRA,Brazil,13,Minas Gerais,1841,Francisco Dumon,Município,Municipality,,,5603
1842,33,BRA,Brazil,13,Minas Gerais,1842,Francisco Sá,Município,Municipality,,,9235
1843,33,BRA,Brazil,13,Minas Gerais,1843,Frei Gaspar,Município,Municipality,,,5574
1844,33,BRA,Brazil,13,Minas Gerais,1844,Frei Inocêncio,Município,Municipality,,,7943
1845,33,BRA,Brazil,13,Minas Gerais,1845,Frei Lagonegro,Município,Municipality,,,3549
1846,33,BRA,Brazil,13,Minas Gerais,1846,Fronteira dos Vales,Município,Municipality,,,4290
1847,33,BRA,Brazil,13,Minas Gerais,1847,Fronteira,Município,Municipality,,,15147
1848,33,BRA,Brazil,13,Minas Gerais,1848,Fruta de Leite,Município,Municipality,,,4100
1849,33,BRA,Brazil,13,Minas Gerais,1849,Frutal,Município,Municipality,,,62412
1850,33,BRA,Brazil,13,Minas Gerais,1850,Funilândia,Município,Municipality,,,5344
1851,33,BRA,Brazil,13,Minas Gerais,1851,Galiléia,Município,Municipality,,,6018
1852,33,BRA,Brazil,13,Minas Gerais,1852,Gameleiras,Município,Municipality,,,4724
1853,33,BRA,Brazil,13,Minas Gerais,1853,Glaucilândia,Município,Municipality,,,2755
1854,33,BRA,Brazil,13,Minas Gerais,1854,Goiabeira,Município,Municipality,,,2751
1855,33,BRA,Brazil,13,Minas Gerais,1855,Goianá,Município,Municipality,,,4334
1856,33,BRA,Brazil,13,Minas Gerais,1856,Gonçalves,Município,Municipality,,,5098
1857,33,BRA,Brazil,13,Minas Gerais,1857,Gonzaga,Município,Municipality,,,5065
1858,33,BRA,Brazil,13,Minas Gerais,1858,Gouvea,Município,Municipality,,,11185
1859,33,BRA,Brazil,13,Minas Gerais,1859,Governador Valadares,Município,Municipality,,,258592
1860,33,BRA,Brazil,13,Minas Gerais,1860,Grão Mogol,Município,Municipality,,,13716
1861,33,BRA,Brazil,13,Minas Gerais,1861,Grupiara,Município,Municipality,,,1441
1862,33,BRA,Brazil,13,Minas Gerais,1862,Guanhães,Município,Municipality,,,33268
1863,33,BRA,Brazil,13,Minas Gerais,1863,Guapé,Município,Municipality,,,14210
1864,33,BRA,Brazil,13,Minas Gerais,1864,Guaraciaba,Município,Municipality,,,9734
1865,33,BRA,Brazil,13,Minas Gerais,1865,Guaraciama,Município,Municipality,,,5344
1866,33,BRA,Brazil,13,Minas Gerais,1866,Guaranesia,Município,Municipality,,,19969
1867,33,BRA,Brazil,13,Minas Gerais,1867,Guarani,Município,Municipality,,,7412
1868,33,BRA,Brazil,13,Minas Gerais,1868,Guarará,Município,Municipality,,,3757
1869,33,BRA,Brazil,13,Minas Gerais,1869,Guarda-Mor,Município,Municipality,,,6842
1870,33,BRA,Brazil,13,Minas Gerais,1870,Guaxupé,Município,Municipality,,,52975
1871,33,BRA,Brazil,13,Minas Gerais,1871,Guidoval,Município,Municipality,,,7443
1872,33,BRA,Brazil,13,Minas Gerais,1872,Guimarania,Município,Municipality,,,9173
1873,33,BRA,Brazil,13,Minas Gerais,1873,Guiricema,Município,Municipality,,,7472
1874,33,BRA,Brazil,13,Minas Gerais,1874,Gurinhatã,Município,Municipality,,,4913
1875,33,BRA,Brazil,13,Minas Gerais,1875,Heliodora,Município,Municipality,,,6377
1876,33,BRA,Brazil,13,Minas Gerais,1876,Iaçu,Município,Municipality,,,12896
1877,33,BRA,Brazil,13,Minas Gerais,1877,Ibertioga,Município,Municipality,,,5459
1878,33,BRA,Brazil,13,Minas Gerais,1878,Ibiá,Município,Municipality,,,22052
1879,33,BRA,Brazil,13,Minas Gerais,1879,Ibiaí,Município,Municipality,,,5686
1880,33,BRA,Brazil,13,Minas Gerais,1880,Ibiracatu,Município,Municipality,,,5041
1881,33,BRA,Brazil,13,Minas Gerais,1881,Ibiraci,Município,Municipality,,,11134
1882,33,BRA,Brazil,13,Minas Gerais,1882,Ibirité,Município,Municipality,,,172777
1883,33,BRA,Brazil,13,Minas Gerais,1883,Ibitiúra de Minas,Município,Municipality,,,3550
1884,33,BRA,Brazil,13,Minas Gerais,1884,Ibituruna,Município,Municipality,,,2754
1885,33,BRA,Brazil,13,Minas Gerais,1885,Icaraí de Minas,Município,Municipality,,,10846
1886,33,BRA,Brazil,13,Minas Gerais,1886,Igarapé,Município,Municipality,,,48975
1887,33,BRA,Brazil,13,Minas Gerais,1887,Igaratinga,Município,Municipality,,,11462
1888,33,BRA,Brazil,13,Minas Gerais,1888,Iguatama,Município,Municipality,,,6481
1889,33,BRA,Brazil,13,Minas Gerais,1889,Ijaci,Município,Municipality,,,7714
1890,33,BRA,Brazil,13,Minas Gerais,1890,Ilicínea,Município,Municipality,,,13622
1891,33,BRA,Brazil,13,Minas Gerais,1891,Imbé de Minas,Município,Municipality,,,7517
1892,33,BRA,Brazil,13,Minas Gerais,1892,Inconfidentes,Município,Municipality,,,7699
1893,33,BRA,Brazil,13,Minas Gerais,1893,Indaiabira,Município,Municipality,,,6062
1894,33,BRA,Brazil,13,Minas Gerais,1894,Indianópolis,Município,Municipality,,,6489
1895,33,BRA,Brazil,13,Minas Gerais,1895,Ingaí,Município,Municipality,,,2663
1896,33,BRA,Brazil,13,Minas Gerais,1896,Inhaúma,Município,Municipality,,,6563
1897,33,BRA,Brazil,13,Minas Gerais,1897,Inhapim,Município,Municipality,,,22222
1898,33,BRA,Brazil,13,Minas Gerais,1898,Inimutaba,Município,Municipality,,,7706
1899,33,BRA,Brazil,13,Minas Gerais,1899,Ipaba,Município,Municipality,,,17919
1900,33,BRA,Brazil,13,Minas Gerais,1900,Ipanema,Município,Municipality,,,20699
1901,33,BRA,Brazil,13,Minas Gerais,1901,Ipatinga,Município,Municipality,,,223687
1902,33,BRA,Brazil,13,Minas Gerais,1902,Ipiaçu,Município,Municipality,,,3661
